Date,Open,High,Low,Close,Volume
2019-01-09,1656.5,1667.8,1641.4,1659.42,6285495
2019-01-10,1641.53,1663.25,1621.62,1656.22,6484135
2019-01-11,1640.99,1660.29,1636.22,1640.56,4668106
2019-01-14,1614.43,1648.2,1595.15,1617.21,5976409
2019-01-15,1632.0,1675.16,1626.01,1674.56,5956306
2019-01-16,1684.0,1705.0,1675.88,1683.78,6339774
2019-01-17,1680.0,1700.17,1677.5,1693.22,4173343
2019-01-18,1712.01,1716.2,1691.54,1696.2,5951136
2019-01-22,1681.0,1681.87,1610.2,1632.17,6400856
2019-01-23,1656.36,1657.43,1612.0,1640.02,5188110
2019-01-24,1639.2,1657.26,1631.79,1654.93,4073390
2019-01-25,1670.5,1683.48,1661.61,1670.57,4923346
2019-01-28,1645.0,1645.0,1614.09,1637.89,4804530
2019-01-29,1630.61,1632.38,1590.72,1593.88,4537814
2019-01-30,1623.0,1676.95,1619.68,1670.43,5685691
2019-01-31,1692.85,1736.41,1679.08,1718.73,10200829
2019-02-01,1638.88,1673.06,1622.01,1626.23,11476868
2019-02-04,1622.28,1649.63,1613.5,1633.31,4980175
2019-02-05,1643.34,1665.26,1642.5,1658.81,4438192
2019-02-06,1670.0,1672.26,1633.34,1640.26,3928943
2019-02-07,1625.0,1625.54,1592.91,1614.37,4599699
2019-02-08,1585.62,1588.59,1566.76,1588.22,5635181
2019-02-11,1600.0,1609.29,1586.0,1591.0,3265575
2019-02-12,1604.0,1639.4,1598.88,1638.01,4824981
2019-02-13,1647.0,1656.38,1637.11,1640.0,3537888
2019-02-14,1623.03,1637.9,1606.06,1640.0,4098086
2019-02-15,1627.86,1628.91,1604.5,1607.95,4329534
2019-02-19,1602.0,1634.0,1600.56,1627.58,3647548
2019-02-20,1627.0,1634.93,1610.12,1622.1,3312773
2019-02-21,1619.85,1623.56,1600.91,1619.44,3459607
2019-02-22,1622.86,1634.94,1621.17,1631.56,3069132
2019-02-25,1640.0,1654.6,1630.39,1633.0,3166664
2019-02-26,1625.0,1639.99,1616.13,1636.4,2645605
2019-02-27,1628.18,1641.81,1615.1,1641.09,3109136
2019-02-28,1635.25,1651.77,1633.83,1639.83,3013317
2019-03-01,1652.0,1674.26,1651.0,1671.73,4658994
2019-03-04,1685.36,1709.43,1674.36,1696.17,6152911
2019-03-05,1703.41,1707.8,1689.01,1692.43,3664662
2019-03-06,1695.29,1697.75,1668.28,1668.95,3977768
2019-03-07,1663.64,1669.75,1620.51,1625.95,4937294
2019-03-08,1603.67,1622.72,1586.57,1620.8,4508557
2019-03-11,1626.12,1672.29,1626.01,1670.62,3795810
2019-03-12,1669.9,1684.27,1660.98,1673.1,3550101
2019-03-13,1683.8,1700.0,1679.35,1690.81,3538823
2019-03-14,1690.9,1702.0,1684.34,1686.22,2936149
2019-03-15,1702.98,1718.8,1693.13,1712.36,7400419
2019-03-18,1712.7,1750.0,1712.63,1742.15,5268250
2019-03-19,1753.8,1784.16,1753.51,1761.85,6348315
2019-03-20,1771.54,1799.5,1767.03,1797.27,6141297
2019-03-21,1799.0,1823.75,1787.28,1819.26,5617819
2019-03-22,1809.37,1818.98,1763.11,1764.77,6360260
2019-03-25,1756.74,1782.68,1747.5,1774.26,5086101
2019-03-26,1793.0,1805.77,1773.36,1783.76,4847188
2019-03-27,1784.13,1787.5,1745.68,1765.7,4310577
2019-03-28,1770.0,1777.93,1753.47,1773.42,3021279
2019-03-29,1787.11,1792.86,1776.63,1780.75,3332957
2019-04-01,1800.19,1815.67,1798.73,1814.19,4169914
2019-04-02,1811.02,1820.0,1805.12,1813.98,3358231
2019-04-03,1825.05,1830.0,1809.62,1820.7,3886593
2019-04-04,1820.0,1828.75,1804.2,1818.86,3569077
2019-04-05,1829.28,1838.58,1825.19,1837.28,3624780
2019-04-08,1833.23,1850.2,1825.11,1849.86,3740446
2019-04-09,1844.13,1853.09,1831.78,1835.84,3587915
2019-04-10,1838.97,1848.0,1828.81,1847.33,2953611
2019-04-11,1848.95,1849.95,1840.31,1844.07,2621947
2019-04-12,1849.0,1851.5,1841.3,1843.06,2929172
2019-04-15,1840.79,1846.85,1818.9,1844.87,3710185
2019-04-16,1851.5,1869.77,1848.0,1863.04,3035129
2019-04-17,1872.22,1876.47,1860.44,1864.82,2837522
2019-04-18,1870.82,1870.82,1859.48,1861.69,2726457
2019-04-22,1854.0,1888.42,1845.64,1887.31,3341303
2019-04-23,1891.2,1929.26,1889.58,1923.77,4629522
2019-04-24,1924.0,1929.69,1898.16,1901.75,3605945
2019-04-25,1919.8,1922.45,1900.31,1902.25,5444497
2019-04-26,1928.0,1951.0,1898.0,1950.63,8398657
2019-04-29,1949.0,1956.34,1934.09,1938.43,3992235
2019-04-30,1930.09,1935.71,1906.95,1926.52,3487939
2019-05-01,1933.05,1943.64,1910.55,1911.52,3096678
2019-05-02,1913.33,1921.55,1881.87,1900.82,3888497
2019-05-03,1949.0,1964.4,1936.0,1962.46,6353958
2019-05-06,1917.12,1959.0,1910.5,1950.55,5383830
2019-05-07,1940.4,1949.1,1903.38,1921.0,5864795
2019-05-08,1920.0,1935.37,1910.0,1917.77,4053234
2019-05-09,1900.0,1909.4,1876.0,1899.87,5257976
2019-05-10,1899.38,1903.79,1856.0,1889.98,5686357
2019-05-13,1836.0,1846.54,1818.0,1822.68,5740267
2019-05-14,1839.5,1852.44,1815.75,1840.12,4533378
2019-05-15,1828.48,1874.43,1823.0,1871.15,4669960
2019-05-16,1887.0,1917.51,1882.29,1907.57,4699056
2019-05-17,1890.87,1910.53,1867.33,1869.0,4723451
2019-05-20,1852.69,1867.78,1835.54,1858.97,3756996
2019-05-21,1872.76,1879.0,1846.0,1857.52,3997429
2019-05-22,1851.78,1871.49,1851.0,1859.68,2930574
2019-05-23,1836.59,1844.0,1804.2,1815.48,4407730
2019-05-24,1835.89,1841.76,1817.85,1823.28,3359725
2019-05-28,1832.75,1849.27,1827.35,1836.43,3186174
2019-05-29,1823.88,1830.0,1807.53,1819.19,4271086
2019-05-30,1825.15,1829.47,1807.83,1816.32,3129810
2019-05-31,1790.73,1795.59,1772.7,1775.07,4613829
2019-06-03,1760.01,1766.29,1672.0,1692.69,9072600
2019-06-04,1700.0,1730.82,1680.89,1729.56,5609944
2019-06-05,1752.0,1752.0,1715.25,1738.5,4196321
2019-06-06,1739.6,1760.0,1726.13,1754.36,3673711
2019-06-07,1763.75,1806.25,1759.49,1804.03,4748079
2019-06-10,1822.42,1884.87,1818.0,1860.63,5354372
2019-06-11,1884.35,1893.7,1858.0,1863.7,4030893
2019-06-12,1852.4,1865.0,1844.38,1855.32,2672411
2019-06-13,1866.72,1883.09,1862.22,1870.3,2795810
2019-06-14,1864.0,1876.0,1859.0,1869.67,2851163
2019-06-17,1876.5,1895.69,1875.45,1886.03,2634342
2019-06-18,1901.35,1921.67,1899.79,1901.37,3895728
2019-06-19,1907.84,1919.58,1892.47,1908.79,2895347
2019-06-20,1933.33,1935.2,1905.8,1918.19,3217153
2019-06-21,1916.1,1925.95,1907.58,1911.3,3933576
2019-06-24,1912.66,1916.86,1901.3,1913.9,2282969
2019-06-25,1911.84,1916.39,1872.42,1878.27,3012347
2019-06-26,1892.48,1903.8,1887.32,1897.83,2441910
2019-06-27,1902.0,1911.24,1898.04,1904.28,2141721
2019-06-28,1909.1,1912.94,1884.0,1893.63,3037358
2019-07-01,1923.59,1929.82,1914.66,1922.19,3189281
2019-07-02,1919.0,1934.79,1906.63,1934.31,2625048
2019-07-03,1934.5,1941.59,1930.5,1939.0,1682614
2019-07-05,1926.86,1945.9,1925.3,1942.91,2621605
2019-07-08,1933.58,1956.0,1928.25,1952.32,2847188
2019-07-09,1947.8,1990.01,1943.48,1988.3,4318782
2019-07-10,1995.4,2024.94,1995.4,2017.41,4903698
2019-07-11,2024.9,2035.8,1995.3,2001.07,4307318
2019-07-12,2008.13,2017.0,2003.87,2011.0,2501843
2019-07-15,2021.41,2022.9,2001.55,2020.99,2972878
2019-07-16,2010.0,2026.32,2001.22,2009.9,2550949
2019-07-17,2007.05,2012.0,1992.03,1992.03,2558809
2019-07-18,1980.01,1987.5,1951.55,1977.9,3504252
2019-07-19,1991.21,1996.0,1962.23,1964.52,3185612
2019-07-22,1971.14,1989.0,1958.26,1985.63,2908111
2019-07-23,1995.99,1997.79,1973.13,1994.49,2703480
2019-07-24,1969.3,2001.3,1965.87,2000.81,2631300
2019-07-25,2001.0,2001.2,1972.72,1973.82,4136461
2019-07-26,1942.0,1950.9,1924.51,1943.05,4927143
2019-07-29,1930.0,1932.23,1890.54,1912.45,4493190
2019-07-30,1891.12,1909.89,1883.48,1898.53,2910888
2019-07-31,1898.11,1899.55,1849.44,1866.78,4470727
2019-08-01,1871.72,1897.92,1844.01,1855.32,4713311
2019-08-02,1845.07,1846.36,1808.02,1823.24,4956225
2019-08-05,1770.22,1788.67,1748.78,1765.13,6058212
2019-08-06,1792.23,1793.77,1753.4,1787.83,5070258
2019-08-07,1773.99,1798.93,1757.0,1793.4,4526884
2019-08-08,1806.0,1834.26,1798.11,1832.89,3701242
2019-08-09,1828.95,1831.09,1802.22,1807.58,2879770
2019-08-12,1795.99,1800.98,1777.0,1784.92,2905498
2019-08-13,1783.0,1831.74,1780.0,1824.34,4075021
2019-08-14,1793.01,1795.65,1757.22,1762.96,4893649
2019-08-15,1781.99,1788.0,1761.96,1776.12,3809948
2019-08-16,1792.89,1802.91,1784.55,1792.57,3054240
2019-08-19,1818.08,1826.0,1812.61,1816.12,2820303
2019-08-20,1814.5,1816.82,1799.88,1801.38,1932835
2019-08-21,1819.39,1829.58,1815.0,1823.54,2039231
2019-08-22,1828.0,1829.41,1800.1,1805.6,2658388
2019-08-26,1766.91,1770.0,1743.51,1768.87,3085320
2019-08-27,1775.73,1779.4,1746.68,1761.83,3027245
2019-08-28,1755.0,1767.86,1744.05,1764.25,2421893
2019-08-29,1783.0,1798.55,1777.25,1786.4,3018012
2019-08-30,1797.49,1799.74,1764.57,1776.29,3064147
2019-09-03,1770.0,1800.8,1768.0,1789.84,3546859
2019-09-04,1805.0,1807.63,1796.23,1800.62,2326228
2019-09-05,1821.95,1842.0,1815.58,1840.72,3325189
2019-09-06,1838.22,1840.65,1826.4,1833.51,2496933
2019-09-09,1841.0,1850.0,1824.61,1831.35,2999515
2019-09-10,1822.75,1825.81,1805.34,1820.55,2613879
2019-09-11,1812.14,1833.42,1809.08,1822.99,2432767
2019-09-12,1837.63,1853.66,1834.28,1843.55,2823505
2019-09-13,1842.01,1846.12,1835.17,1839.34,1971317
2019-09-16,1824.02,1825.69,1800.2,1807.84,3675473
2019-09-18,1817.04,1822.06,1795.5,1817.46,2536012
2019-09-19,1821.02,1832.57,1817.9,1821.5,2078335
2019-09-20,1821.71,1830.63,1780.92,1794.16,5555839
2019-09-23,1777.0,1792.7,1767.32,1785.3,3139142
2019-09-24,1790.61,1795.71,1735.55,1741.61,4637901
2019-09-25,1747.36,1773.0,1723.0,1768.33,3531098
2019-09-26,1762.79,1763.37,1731.5,1739.84,3571952
2019-09-27,1748.0,1749.12,1713.82,1725.45,3948029
2019-09-30,1726.99,1737.46,1709.22,1735.91,2760768
2019-10-01,1746.0,1755.6,1728.41,1735.65,3170460
2019-10-02,1727.74,1728.89,1705.0,1713.23,3338476
2019-10-03,1713.0,1725.0,1685.06,1724.42,3624371
2019-10-04,1726.02,1740.58,1719.23,1739.65,2489277
2019-10-07,1731.63,1747.83,1723.7,1732.66,2187598
2019-10-08,1722.49,1727.0,1705.0,1705.51,2626840
2019-10-09,1719.61,1729.95,1714.36,1721.99,2089335
2019-10-10,1725.24,1738.29,1713.75,1720.26,2721531
2019-10-11,1742.92,1745.45,1729.86,1731.92,3279534
2019-10-14,1728.91,1741.89,1722.0,1736.43,1928898
2019-10-15,1742.14,1776.45,1740.62,1767.38,3129244
2019-10-16,1773.33,1786.24,1770.52,1777.43,2804068
2019-10-17,1796.49,1798.85,1782.02,1787.48,2713773
2019-10-18,1787.8,1793.98,1749.2,1757.51,3366091
2019-10-21,1769.66,1785.88,1765.0,1785.66,2224902
2019-10-22,1788.15,1789.78,1762.0,1765.73,2234425
2019-10-23,1761.3,1770.05,1742.0,1762.17,2190380
2019-10-24,1771.09,1788.34,1760.27,1780.78,5204350
2019-10-25,1697.55,1764.21,1695.0,1761.33,9626402
2019-10-28,1748.06,1778.7,1742.5,1777.08,3708851
2019-10-29,1774.81,1777.0,1755.81,1762.71,2276855
2019-10-30,1760.24,1782.38,1759.12,1779.99,2449405
2019-10-31,1775.99,1792.0,1771.48,1776.66,2781185
2019-11-01,1788.01,1797.45,1785.21,1791.44,2790354
2019-11-04,1801.01,1815.06,1801.01,1804.66,2771922
2019-11-05,1809.16,1810.25,1794.0,1801.71,1885543
2019-11-06,1801.0,1802.5,1788.58,1795.77,2029783
2019-11-07,1803.76,1805.9,1783.48,1788.2,2651086
2019-11-08,1787.89,1789.88,1774.04,1785.88,2126198
2019-11-11,1778.0,1780.0,1767.13,1771.65,1947810
2019-11-12,1774.66,1786.22,1771.91,1778.0,2038925
2019-11-13,1773.39,1775.0,1747.32,1753.11,2926892
2019-11-14,1751.43,1766.59,1749.56,1754.6,2269417
2019-11-15,1760.05,1761.68,1732.86,1739.49,3931141
2019-11-18,1738.3,1753.7,1722.71,1752.53,2841907
2019-11-19,1756.99,1760.68,1743.03,1752.79,2274535
2019-11-20,1749.14,1762.52,1734.12,1745.53,2793759
2019-11-21,1743.0,1746.87,1730.36,1734.71,2662938
2019-11-22,1739.02,1746.43,1731.0,1745.72,2479081
2019-11-25,1753.25,1777.42,1753.24,1773.84,3489467
2019-11-26,1779.92,1797.03,1778.35,1796.94,3190428
2019-11-27,1801.0,1824.5,1797.31,1818.51,3035846
2019-11-29,1817.78,1824.69,1800.79,1800.8,1923440
2019-12-02,1804.4,1805.55,1762.68,1781.6,3931750
2019-12-03,1760.0,1772.87,1747.23,1769.96,3529582
2019-12-04,1774.01,1789.09,1760.22,1760.69,2680700
2019-12-05,1763.5,1763.5,1740.0,1740.48,2827852
2019-12-06,1751.2,1754.4,1740.13,1751.6,3119979
2019-12-09,1750.66,1766.89,1745.61,1749.51,2502489
2019-12-10,1747.4,1750.67,1735.0,1739.21,2515644
2019-12-11,1741.67,1750.0,1735.71,1748.72,2101318
2019-12-12,1750.0,1764.0,1745.44,1760.33,3103949
2019-12-13,1765.0,1768.99,1755.0,1760.94,2747909
2019-12-16,1767.0,1769.5,1757.05,1769.21,3149345
2019-12-17,1778.01,1792.0,1777.39,1790.66,3646697
2019-12-18,1795.02,1798.2,1782.36,1784.03,3354137
2019-12-19,1780.5,1792.99,1774.06,1792.28,2738320
2019-12-20,1799.62,1802.97,1782.45,1786.5,5152460
2019-12-23,1788.26,1793.0,1784.51,1793.0,2137493
2019-12-24,1793.81,1795.57,1787.58,1789.21,881337
2019-12-26,1801.01,1870.46,1799.5,1868.77,6024608
2019-12-27,1882.92,1901.4,1866.01,1869.8,6188754
2019-12-30,1874.0,1884.0,1840.62,1846.89,3677306
2019-12-31,1842.0,1853.26,1832.23,1847.84,2510380
2020-01-02,1875.0,1898.01,1864.15,1898.01,4035910
2020-01-03,1864.5,1886.2,1864.5,1874.97,3766604
2020-01-06,1860.0,1903.69,1860.0,1902.88,4065698
2020-01-07,1904.5,1913.89,1892.04,1906.86,4134010
2020-01-08,1898.04,1911.0,1886.44,1891.97,3511966
2020-01-09,1909.89,1917.82,1895.8,1901.05,3174962
2020-01-10,1905.37,1906.94,1880.0,1883.16,2856959
2020-01-13,1891.31,1898.0,1880.8,1891.3,2785844
2020-01-14,1885.88,1887.11,1858.55,1869.44,3446381
2020-01-15,1872.25,1878.86,1855.09,1862.02,2896592
2020-01-16,1882.99,1885.59,1866.02,1877.94,2659493
2020-01-17,1885.89,1886.64,1857.25,1864.72,3997340
2020-01-21,1865.0,1894.27,1860.0,1892.0,3707785
2020-01-22,1896.09,1902.5,1883.34,1887.46,3216257
2020-01-23,1885.11,1889.98,1872.76,1884.58,2484613
2020-01-24,1891.37,1894.99,1847.44,1861.64,3766181
2020-01-27,1820.0,1841.0,1815.34,1828.34,3528509
2020-01-28,1840.5,1858.11,1830.02,1853.25,2808040
2020-01-29,1864.0,1874.75,1855.02,1858.0,2101390
2020-01-30,1858.0,1872.87,1850.61,1870.68,6327438
2020-01-31,2051.47,2055.72,2002.27,2008.72,15567283
2020-02-03,2010.6,2048.5,2000.25,2004.2,5899094
2020-02-04,2029.88,2059.8,2015.37,2049.67,5289338
2020-02-05,2071.02,2071.02,2032.0,2039.87,4376174
2020-02-06,2041.02,2056.3,2024.8,2050.23,3182954
2020-02-07,2041.99,2098.53,2038.1,2079.28,5095347
2020-02-10,2085.01,2135.6,2084.96,2133.91,5056235
2020-02-11,2150.9,2185.95,2136.0,2150.8,5746011
2020-02-12,2163.2,2180.25,2155.29,2160.0,3334264
2020-02-13,2144.99,2170.28,2142.0,2149.87,3031791
2020-02-14,2155.68,2159.04,2125.89,2134.87,2606169
2020-02-18,2125.02,2166.07,2124.11,2155.67,2951070
2020-02-19,2167.8,2185.1,2161.12,2170.22,2561165
2020-02-20,2173.07,2176.79,2127.45,2153.1,3131342
2020-02-21,2142.15,2144.55,2088.0,2095.97,4650740
2020-02-24,2003.18,2039.3,1987.97,2009.29,6546997
2020-02-25,2026.42,2034.6,1958.42,1972.74,6219094
2020-02-26,1970.28,2014.67,1960.45,1979.59,5240402
2020-02-27,1934.38,1975.0,1882.76,1884.3,8143993
2020-02-28,1814.63,1889.76,1811.13,1883.75,9493797
2020-03-02,1906.49,1954.51,1870.0,1953.95,6761651
2020-03-03,1975.37,1996.33,1888.09,1908.99,7534491
2020-03-04,1946.57,1978.0,1922.0,1975.83,4772919
2020-03-05,1933.0,1960.72,1910.0,1924.03,4748210
2020-03-06,1875.0,1910.87,1869.5,1901.09,5273580
2020-03-09,1773.86,1862.77,1761.29,1800.61,7813232
2020-03-10,1870.88,1894.27,1818.17,1891.82,7133310
2020-03-11,1857.85,1871.32,1801.5,1820.86,5646831
2020-03-12,1721.98,1765.0,1675.0,1676.61,11346214
2020-03-13,1755.0,1786.31,1680.62,1785.0,8809725
2020-03-16,1641.51,1759.45,1626.03,1689.15,8917265
2020-03-17,1775.47,1857.78,1689.24,1807.84,10917129
2020-03-18,1750.0,1841.66,1745.0,1830.0,9645218
2020-03-19,1860.0,1945.0,1832.65,1880.93,10399943
2020-03-20,1926.31,1957.0,1820.73,1846.09,9817850
2020-03-23,1827.75,1919.4,1812.0,1902.83,7808489
2020-03-24,1951.5,1955.0,1900.34,1940.1,7147080
2020-03-25,1920.69,1950.26,1885.78,1885.84,6479073
2020-03-26,1902.0,1956.49,1889.29,1955.49,6235118
2020-03-27,1930.86,1939.79,1899.92,1900.1,5387897
2020-03-30,1922.83,1973.63,1912.34,1963.95,6126087
2020-03-31,1964.35,1993.02,1944.01,1949.72,5123626
2020-04-01,1932.97,1944.96,1893.0,1907.7,4121875
2020-04-02,1901.64,1927.53,1890.0,1918.83,4335985
2020-04-03,1911.15,1926.33,1889.15,1906.59,3609870
2020-04-06,1936.0,1998.52,1930.02,1997.59,5773181
2020-04-07,2017.11,2035.72,1997.62,2011.6,5113983
2020-04-08,2021.0,2044.0,2011.15,2043.0,3977313
2020-04-09,2044.3,2053.0,2017.66,2042.76,4655617
2020-04-13,2040.0,2180.0,2038.0,2168.87,6716709
2020-04-14,2200.47,2292.0,2186.21,2283.32,8087193
2020-04-15,2257.68,2333.37,2245.0,2307.68,6866567
2020-04-16,2346.0,2461.0,2335.0,2408.19,12038201
2020-04-17,2372.33,2400.0,2316.02,2375.0,7930010
2020-04-20,2389.95,2444.98,2386.05,2393.61,5770694
2020-04-21,2416.61,2428.31,2279.66,2328.12,7476679
2020-04-22,2369.0,2394.0,2351.0,2363.49,4218295
2020-04-23,2399.98,2424.22,2382.08,2399.45,5066552
2020-04-24,2417.0,2420.43,2382.0,2410.22,3831797
2020-04-27,2443.2,2444.88,2363.0,2376.0,5645645
2020-04-28,2372.1,2373.5,2306.0,2314.08,5269446
2020-04-29,2330.01,2391.89,2310.0,2372.71,4591593
2020-04-30,2419.84,2475.0,2396.01,2474.0,9534611
2020-05-01,2336.8,2362.44,2258.19,2286.04,9772605
2020-05-04,2256.38,2326.98,2256.38,2315.99,4865926
2020-05-05,2340.0,2351.0,2307.13,2317.8,3242496
2020-05-06,2329.44,2357.45,2320.0,2351.26,3117814
2020-05-07,2374.78,2376.0,2343.11,2367.61,3396411
2020-05-08,2372.14,2387.24,2357.0,2379.61,3211228
2020-05-11,2374.7,2419.67,2372.11,2409.0,3259231
2020-05-12,2411.85,2419.0,2355.0,2356.95,3074916
2020-05-13,2366.8,2407.7,2337.8,2367.92,4782919
2020-05-14,2361.01,2391.37,2353.21,2388.85,3648128
2020-05-15,2368.52,2411.0,2356.37,2409.78,4234951
2020-05-18,2404.35,2433.0,2384.01,2426.26,4366572
2020-05-19,2429.83,2485.0,2428.97,2449.33,4320498
2020-05-20,2477.87,2500.01,2467.27,2497.94,3998143
2020-05-21,2500.0,2525.45,2442.54,2446.74,5114403
2020-05-22,2455.01,2469.85,2430.13,2436.88,2867079
2020-05-26,2458.0,2462.0,2414.06,2421.86,3568153
2020-05-27,2404.99,2413.58,2330.0,2410.39,5056945
2020-05-28,2384.33,2436.97,2378.23,2401.1,3193136
2020-05-29,2415.94,2442.37,2398.2,2442.37,3529329
2020-06-01,2448.0,2476.93,2444.17,2471.04,2938032
2020-06-02,2467.0,2473.53,2445.31,2472.41,2529903
2020-06-03,2468.01,2488.0,2461.17,2478.4,2671024
2020-06-04,2477.43,2507.54,2450.01,2460.6,2948710
2020-06-05,2444.51,2488.65,2437.13,2483.0,3306445
2020-06-08,2500.2,2530.0,2487.34,2524.06,3970654
2020-06-09,2529.44,2626.43,2525.0,2600.86,5175950
2020-06-10,2645.0,2722.35,2626.26,2647.45,4946031
2020-06-11,2603.5,2671.38,2536.23,2557.96,5800107
2020-06-12,2601.21,2621.48,2503.35,2545.02,5436127
2020-06-15,2526.6,2584.0,2508.0,2572.68,3873335
2020-06-16,2620.0,2620.0,2576.0,2615.27,3595649
2020-06-17,2647.5,2655.0,2631.82,2640.98,2959316
2020-06-18,2647.01,2659.64,2636.11,2653.98,2487774
2020-06-19,2678.08,2697.43,2659.0,2675.01,5776963
2020-06-22,2684.5,2715.0,2669.0,2713.82,3208780
2020-06-23,2726.02,2783.11,2718.04,2764.41,4231707
2020-06-24,2780.0,2796.0,2721.0,2734.4,4526605
2020-06-25,2739.55,2756.23,2712.14,2754.58,2968657
2020-06-26,2775.06,2782.57,2688.0,2692.87,6500784
2020-06-29,2690.01,2696.8,2630.08,2680.38,4223422
2020-06-30,2685.07,2769.63,2675.03,2758.82,3769686
2020-07-01,2757.99,2895.0,2754.0,2878.7,6363439
2020-07-02,2912.01,2955.56,2871.1,2890.3,6593387
2020-07-06,2934.97,3059.88,2930.0,3057.04,6880642
2020-07-07,3058.55,3069.55,2990.0,3000.12,5257514
2020-07-08,3022.61,3083.97,3012.43,3081.11,5037635
2020-07-09,3115.99,3193.88,3074.0,3182.63,6388659
2020-07-10,3191.76,3215.0,3135.7,3200.0,5485982
2020-07-13,3251.06,3344.29,3068.39,3104.0,7720420
2020-07-14,3089.0,3127.38,2950.0,3084.0,7231933
2020-07-15,3080.23,3098.35,2973.18,3008.87,5788874
2020-07-16,2971.06,3032.0,2918.23,2999.9,6394246
2020-07-17,3009.0,3024.0,2948.45,2961.97,4761319
2020-07-20,3000.2,3201.36,2994.02,3196.84,7598176
2020-07-21,3232.49,3240.58,3105.72,3138.29,6134965
2020-07-22,3125.0,3150.0,3065.26,3099.91,4104225
2020-07-23,3098.27,3098.27,2970.0,2986.55,5656906
2020-07-24,2930.0,3031.58,2888.0,3008.91,5632413
2020-07-27,3062.0,3098.0,3015.77,3055.21,4170492
2020-07-28,3054.27,3077.09,2995.76,3000.33,3126651
2020-07-29,3030.99,3039.16,2996.77,3033.53,2974060
2020-07-30,3014.0,3092.0,3005.0,3051.88,6128265
2020-07-31,3244.0,3246.82,3151.0,3164.68,8083369
2020-08-03,3180.51,3184.0,3104.0,3111.89,5074663
2020-08-04,3101.21,3167.24,3101.21,3138.83,4694294
2020-08-05,3143.77,3213.59,3127.3,3205.03,3930025
2020-08-06,3194.36,3247.47,3165.43,3225.0,3940602
2020-08-07,3224.01,3240.81,3140.67,3167.46,3936127
2020-08-10,3170.31,3172.51,3101.52,3148.16,3167274
2020-08-11,3113.2,3159.22,3073.0,3080.67,3718057
2020-08-12,3108.0,3174.39,3101.42,3162.24,3527229
2020-08-13,3182.99,3217.52,3155.0,3161.02,3149043
2020-08-14,3178.18,3178.24,3120.0,3148.02,2751723
2020-08-17,3173.12,3194.97,3154.18,3182.41,2691237
2020-08-18,3212.0,3320.0,3205.82,3312.49,5345974
2020-08-19,3303.01,3315.9,3256.0,3260.48,4185137
2020-08-20,3252.0,3312.62,3238.0,3297.37,3332478
2020-08-21,3295.0,3314.4,3275.39,3284.72,3575862
2020-08-24,3310.15,3380.32,3257.56,3307.46,4666258
2020-08-25,3294.99,3357.4,3267.0,3346.49,3992842
2020-08-26,3351.11,3451.74,3344.57,3441.85,6508743
2020-08-27,3450.05,3453.0,3378.0,3400.0,4264795
2020-08-28,3423.0,3433.37,3386.5,3401.8,2896978
2020-08-31,3408.99,3495.0,3405.0,3450.96,4185885
2020-09-01,3489.58,3513.87,3467.0,3499.12,3476407
2020-09-02,3547.0,3552.25,3486.69,3531.45,3931476
2020-09-03,3485.0,3488.41,3303.0,3368.0,8161113
2020-09-04,3318.0,3381.5,3111.13,3294.62,8781754
2020-09-08,3144.0,3250.85,3130.0,3149.84,6094205
2020-09-09,3202.99,3303.18,3185.0,3268.61,5188675
2020-09-10,3307.22,3349.89,3170.55,3175.11,5330741
2020-09-11,3208.69,3217.34,3083.98,3116.22,5093982
2020-09-14,3172.94,3187.39,3096.0,3102.97,4529596
2020-09-15,3136.16,3175.02,3108.92,3156.13,4021535
2020-09-16,3179.99,3187.24,3074.15,3078.1,4531189
2020-09-17,3009.25,3029.43,2972.55,3008.73,6449050
2020-09-18,3031.74,3037.8,2905.54,2954.91,8892580
2020-09-21,2906.5,2962.0,2871.0,2960.47,6117925
2020-09-22,3033.84,3133.99,3000.2,3128.99,6948816
2020-09-23,3120.43,3127.0,2992.38,2999.86,5652665
2020-09-24,2977.79,3069.3,2965.0,3019.79,5529392
2020-09-25,3054.86,3101.54,2999.0,3095.13,4615202
2020-09-28,3148.85,3175.04,3117.17,3174.05,4224165
2020-09-29,3175.39,3188.26,3132.54,3144.88,3503398
2020-09-30,3141.14,3212.88,3133.99,3148.73,4896101
2020-10-01,3208.0,3224.0,3172.0,3221.26,4971922
2020-10-02,3153.63,3195.8,3123.0,3125.0,5613098
2020-10-05,3145.84,3202.53,3140.85,3199.2,3775332
2020-10-06,3165.0,3182.0,3090.0,3099.96,5086857
2020-10-07,3135.0,3200.0,3132.39,3195.69,4309439
2020-10-08,3224.99,3233.29,3174.99,3190.55,3174114
2020-10-09,3210.0,3288.99,3197.83,3286.65,4907871
2020-10-12,3349.94,3496.24,3339.55,3442.93,8364198
2020-10-13,3467.99,3492.38,3424.22,3443.63,5744697
2020-10-14,3447.0,3464.88,3340.0,3363.71,5828916
2020-10-15,3292.01,3355.88,3280.0,3338.65,5223448
2020-10-16,3363.23,3399.66,3160.0,3272.71,6474353
2020-10-19,3299.61,3329.0,3192.74,3207.21,5223626
2020-10-20,3222.28,3266.0,3192.01,3217.01,4509678
2020-10-21,3212.5,3233.88,3160.0,3184.94,4592736
2020-10-22,3189.87,3198.75,3121.94,3176.4,4212005
2020-10-23,3191.0,3205.33,3140.0,3204.4,3466687
